293,7,1,267
267,7,1,241
241,6,1,216
216,6,1,191
191,5,2,143
143,7,1,117
117,6,3,42
42,7,3,42
42,3,2,94
94,7,3,16
16,6,3,16
16,1,1,40
40,6,2,40
40,5,3,40
40,8,1,39
39,7,2,39
39,8,1,38
38,5,2,38
38,3,1,64
64,2,1,89
89,1,1,113
113,3,2,165
165,6,1,140
140,5,1,116
116,7,2,64
64,1,3,136
136,1,1,160
160,3,2,212
212,3,3,290
290,2,2,340
340,4,1,341
341,7,1,315
315,8,2,313
313,7,2,261
261,2,2,311
311,4,1,312
312,6,3,237
237,2,3,312
312,3,3,390
390,6,1,365
365,3,1,391
391,6,2,341
341,6,3,266
266,8,3,263
263,1,2,311
311,1,3,383
383,7,1,357
357,4,2,359
359,4,1,360
360,6,1,335
335,7,1,309
309,5,2,261
261,8,2,259
259,2,2,309
309,2,3,384
384,3,1,410
410,8,3,407
407,5,3,335
335,5,3,263
263,2,3,338
338,3,1,364
364,8,1,363
363,3,3,441
441,8,3,438
438,6,2,388
388,7,2,336
336,5,3,264
264,4,2,266
266,1,1,290
290,8,2,288
288,7,2,236
236,2,1,261
261,5,2,213
213,3,2,265
265,4,2,267
267,2,3,342
342,8,1,341
341,6,1,316
316,5,3,244
244,4,2,246
246,5,2,198
198,5,3,198
198,5,2,150
150,4,1,150
150,8,1,149
149,7,1,123
123,6,1,98
98,2,3,173
173,3,3,173
173,6,3,98
98,8,3,95
95,5,1,71
71,4,3,74
74,7,3,74
74,7,2,22
22,8,1,21
21,1,1,45
45,4,2,47
47,3,1,73
73,1,3,145
145,7,2,93
93,2,1,118
118,1,3,190
190,6,1,165
165,7,3,87
87,5,1,63
63,6,1,38
38,6,2,38
38,5,2,38
38,4,3,41
41,5,3,41
41,7,3,41
41,5,1,17
17,6,2,17
17,6,3,17
17,5,2,17
17,8,1,16
16,2,3,91
91,6,1,66
66,7,3,66
66,1,1,90
90,4,1,91
91,5,2,43
43,2,2,93
93,4,1,94
94,1,2,142
142,3,3,220
220,1,3,292
292,7,1,266
266,6,1,241
241,7,3,163
163,1,1,187
187,5,3,115
115,8,1,114
114,8,3,111
111,2,3,186
186,5,3,114
114,6,2,64
64,8,1,63
63,5,3,63
63,6,1,38
38,5,3,38
38,8,3,35
35,4,2,37
37,7,2,37
37,3,2,89
89,6,1,64
64,4,1,65
65,1,1,89
89,5,3,17
17,3,3,95
95,3,1,121
121,3,1,147
147,1,3,219
219,8,3,216
216,6,2,166
166,3,1,192
192,1,3,264
264,6,3,189
189,8,3,186
186,5,2,138
138,1,3,210
210,2,2,260
260,4,2,262
262,3,3,340
340,2,3,415
415,1,2,463
463,5,2,415
415,1,1,439
439,7,1,413
413,3,2,465
465,7,1,439
439,4,2,441
441,4,2,443
443,2,3,518
518,5,1,494
494,1,1,518
518,2,2,568
568,6,1,543
543,2,2,593
593,1,3,593
593,1,1,617
617,7,1,591
591,7,3,513
513,4,2,515
515,7,3,437
437,3,3,515
515,4,2,517
517,4,1,518
518,1,1,542
542,2,3,617
617,7,3,539
539,4,2,541
541,1,2,589
589,8,1,588
588,8,2,586
586,6,2,536
536,2,1,561
561,4,1,562
562,7,1,536
536,4,1,537
537,2,3,612
612,2,1,612
612,1,2,612
612,4,1,613
613,4,3,616
616,1,1,616
616,5,3,544
544,2,2,594
594,3,1,620
620,7,2,568
568,3,3,568
568,5,1,544
544,4,2,546
546,5,1,522
522,3,3,600
600,6,3,525
525,4,2,525
525,1,3,597
597,2,2,597
597,5,3,525
525,8,1,524
524,1,2,572
572,1,2,620
620,4,1,621
621,1,1,621
621,8,2,619
619,5,2,571
571,2,3,571
571,7,3,493
493,7,2,441
441,4,3,444
444,2,2,494
494,3,1,520
520,2,1,545
545,2,2,595
595,5,1,571
571,3,2,623
623,5,3,623
623,6,1,598
598,3,3,598
598,7,1,572
572,1,1,596
596,1,2,596
596,8,3,593
593,2,2,593
593,3,2,8
8,2,3,8
8,4,1,594
594,3,1,620
620,1,3,620
620,7,3,542
542,6,3,467
467,7,1,441
441,4,2,443
443,8,2,441
441,2,1,466
466,2,2,516
516,6,2,466
466,5,3,394
394,5,3,322
322,2,3,397
397,3,2,449
449,8,1,448
448,7,3,370
370,8,3,367
367,3,3,445
445,1,3,517
517,1,3,589
589,2,1,614
614,7,1,588
588,1,1,612
612,2,1,612
612,6,2,562
562,8,2,560
560,4,1,561
561,6,1,536
536,4,3,539
539,8,3,536
536,2,1,561
561,5,3,489
489,2,2,539
539,7,2,487
487,2,2,537
537,2,3,612
612,7,1,586
586,3,1,612
612,1,1,612
612,4,3,615
615,4,2,617
617,1,1,617
617,7,3,539
539,4,1,540
540,7,1,514
514,6,2,464
464,2,2,514
514,4,1,515
515,3,3,593
593,2,1,618
618,7,1,592
592,6,2,542
542,1,3,614
614,7,2,562
562,3,3,562
562,8,3,559
559,3,3,559
559,3,3,559
559,7,3,481
481,2,2,531
531,6,3,456
456,5,1,432
432,6,2,382
382,7,3,304
304,5,3,232
232,6,1,207
207,4,2,209
209,2,2,259
259,3,3,337
337,4,2,339
339,2,1,364
364,6,2,314
314,8,3,311
311,6,2,261
261,5,1,237
237,2,2,287
287,2,3,362
362,3,2,414
414,4,2,416
416,1,1,440
440,1,2,488
488,1,2,536
536,8,2,534
534,3,2,586
